"","country","region","year","income","Life_Expectancy","Population_size"
"22288","Brunei","Asia","1921",2140,35.8,25900
"22289","Bulgaria","Europe","1921",1750,44.4,5160000
"22290","Burkina Faso","Africa","1921",538,31.2,3470000
"22291","Burundi","Africa","1921",469,28.3,1840000
"22292","Cambodia","Asia","1921",1050,36.3,3360000
"22293","Cameroon","Africa","1921",1060,30.5,2420000
"22294","Canada","Americas","1921",5590,57.1,8960000
"22295","Cape Verde","Africa","1921",812,35.6,137000
"22296","Central African Republic","Africa","1921",766,32.3,782000
"22297","Chad","Africa","1921",749,33.9,1480000
"22298","Chile","Americas","1921",3490,32.1,3840000
"22299","China","Asia","1921",1020,31.6,474000000
"22300","Colombia","Americas","1921",1830,33.4,6560000
"22301","Comoros","Africa","1921",787,33.3,126000
"22302","Congo, Dem. Rep.","Africa","1921",902,34,10000000
"22303","Congo, Rep.","Africa","1921",945,31.3,667000
"22304","Costa Rica","Americas","1921",2280,36.4,429000
"22305","Cote d'Ivoire","Africa","1921",1410,33.8,2140000
"22306","Croatia","Europe","1921",3270,36.8,2990000
"22307","Cuba","Americas","1921",4190,38.3,3160000
"22308","Cyprus","Asia","1921",2770,47.3,312000
"22309","Czech Republic","Europe","1921",4790,50.5,7990000
"22310","Denmark","Europe","1921",7030,61.8,3280000
"22311","Djibouti","Africa","1921",1360,33.2,49400
"22312","Dominican Republic","Americas","1921",1260,31.6,936000
"22313","Ecuador","Americas","1921",1310,34.4,1890000
"22314","Egypt","Africa","1921",1270,32.8,13200000
"22315","El Salvador","Americas","1921",2230,29.3,1200000
"22316","Equatorial Guinea","Africa","1921",437,31.5,116000
"22317","Eritrea","Africa","1921",703,32,777000
"22318","Estonia","Europe","1921",2030,52.5,843000
"22319","Ethiopia","Africa","1921",548,30,12000000
"22320","Fiji","Oceania","1921",1320,27.1,157000
"22321","Finland","Europe","1921",3160,52.3,3170000
"22322","France","Europe","1921",4320,52.8,39300000
"22323","Gabon","Africa","1921",437,32.4,372000
"22324","Gambia","Africa","1921",899,35.5,219000
"22325","Georgia","Asia","1921",499,32.2,2700000
"22326","Germany","Europe","1921",4970,55,62900000
"22327","Ghana","Africa","1921",1580,29.7,2480000
"22328","Greece","Europe","1921",4160,45.8,5790000
"22329","Grenada","Americas","1921",1480,38.3,66500
"22330","Guatemala","Americas","1921",2100,25.5,1720000
"22331","Guinea","Africa","1921",556,34.4,2390000
"22332","Guinea-Bissau","Africa","1921",845,30.6,440000
"22333","Guyana","Americas","1921",2570,35,329000
"22334","Haiti","Americas","1921",1780,28.5,2180000
"22335","Honduras","Americas","1921",2380,35.5,784000
"22336","Hungary","Europe","1921",3250,42.8,8010000
"22337","Iceland","Europe","1921",2760,54.3,118000
"22338","India","Asia","1921",1270,24.9,269000000
"22339","Indonesia","Asia","1921",1450,30.4,47900000
"22340","Iran","Asia","1921",1790,26.8,11900000
"22341","Iraq","Asia","1921",1910,31.9,3080000
"22342","Ireland","Europe","1921",4290,56.4,3040000
"22343","Israel","Asia","1921",1070,31.6,440000
"22344","Italy","Europe","1921",5220,49.2,37700000
"22345","Jamaica","Americas","1921",1280,30.8,864000
"22346","Japan","Asia","1921",2720,42.4,56600000
"22347","Jordan","Asia","1921",1920,32.2,380000
"22348","Kazakhstan","Asia","1921",1090,22.5,5120000
"22349","Kenya","Africa","1921",1400,26.9,2660000
"22350","Kiribati","Oceania","1921",768,25.8,30200
"22351","Kuwait","Asia","1921",2370,26.8,110000
"22352","Kyrgyz Republic","Asia","1921",1330,11.9,1330000
"22353","Lao","Asia","1921",1100,30.5,1440000
"22354","Latvia","Europe","1921",1620,57.1,1480000
"22355","Lebanon","Asia","1921",2610,29.8,715000
"22356","Lesotho","Africa","1921",421,35.1,589000
"22357","Liberia","Africa","1921",1050,34.5,731000
"22358","Libya","Africa","1921",3630,36.1,973000
"22359","Lithuania","Europe","1921",2750,49.1,1970000
"22360","Luxembourg","Europe","1921",5960,56.4,245000
"22361","Macedonia, FYR","Europe","1921",1680,37,965000
"22362","Madagascar","Africa","1921",1060,32.6,3340000
"22363","Malawi","Africa","1921",358,31.4,1250000
"22364","Malaysia","Asia","1921",1850,30.6,3600000
"22365","Maldives","Asia","1921",838,30.8,65400
"22366","Mali","Africa","1921",627,29.5,3600000
"22367","Malta","Europe","1921",1980,51.5,259000
"22368","Mauritania","Africa","1921",870,33.7,582000
"22369","Mauritius","Africa","1921",1630,23.4,376000
"22370","Mexico","Americas","1921",3050,32.4,15100000
"22371","Micronesia, Fed. Sts.","Oceania","1921",651,26.3,27200
"22372","Moldova","Europe","1921",522,33,1790000
"22373","Mongolia","Asia","1921",708,31.6,733000
"22374","Montenegro","Europe","1921",2570,36.9,306000
"22375","Morocco","Africa","1921",1030,34,5770000
"22376","Mozambique","Africa","1921",418,33.5,4780000
"22377","Myanmar","Asia","1921",1260,30,13100000
"22378","Namibia","Africa","1921",2450,34.2,234000
"22379","Nepal","Asia","1921",888,35.4,6290000
"22380","Netherlands","Europe","1921",7730,59.8,6930000
"22381","New Zealand","Oceania","1921",8600,56.9,1270000
"22382","Nicaragua","Americas","1921",2930,25.4,767000
"22383","Niger","Africa","1921",741,34,2180000
"22384","Nigeria","Africa","1921",1560,35.9,18700000
"22385","North Korea","Asia","1921",843,30.4,6230000
"22386","Norway","Europe","1921",4890,61.6,2670000
"22387","Oman","Asia","1921",1800,32.4,444000
"22388","Pakistan","Asia","1921",1320,26.7,21500000
"22389","Palestine","Asia","1921",1220,34.1,356000
"22390","Panama","Americas","1921",2650,34.8,489000
"22391","Papua New Guinea","Oceania","1921",789,34.3,1390000
"22392","Paraguay","Americas","1921",2960,36.6,727000
"22393","Peru","Americas","1921",3110,33.7,4810000
"22394","Philippines","Asia","1921",2080,31.5,9590000
"22395","Poland","Europe","1921",3330,46.8,24400000
"22396","Portugal","Europe","1921",2390,35.7,6100000
"22397","Qatar","Asia","1921",2420,30.6,18700
"22398","Romania","Europe","1921",3010,36.3,12400000
"22399","Russia","Europe","1921",1370,23.7,78600000
"22400","Rwanda","Africa","1921",503,32.6,1820000
"22401","Samoa","Oceania","1921",2120,27.8,36500
"22402","Sao Tome and Principe","Africa","1921",1070,31.7,48700
"22403","Saudi Arabia","Asia","1921",1040,35.8,2750000
"22404","Senegal","Africa","1921",924,27.9,2040000
"22405","Serbia","Europe","1921",3290,36.9,5200000
"22406","Seychelles","Africa","1921",1660,50.3,25000
"22407","Sierra Leone","Africa","1921",1160,29.2,1680000
"22408","Singapore","Asia","1921",2710,35,415000
"22409","Slovak Republic","Europe","1921",3570,44.2,3080000
"22410","Slovenia","Europe","1921",3420,37.1,1140000
"22411","Solomon Islands","Oceania","1921",578,25.2,75500
"22412","Somalia","Africa","1921",815,32.6,1880000
"22413","South Africa","Africa","1921",4840,34.9,7280000
"22414","South Korea","Asia","1921",815,28.7,12100000
"22415","South Sudan","Africa","1921",938,31.7,2260000
"22416","Spain","Europe","1921",3500,41.9,21500000
"22417","Sri Lanka","Asia","1921",1690,32.2,5280000
"22418","St. Lucia","Americas","1921",1230,28.6,52600
"22419","St. Vincent and the Grenadines","Americas","1921",1700,25.9,44100
"22420","Sudan","Africa","1921",956,31.5,5010000
"22421","Suriname","Americas","1921",3460,33.3,171000
"22422","Swaziland","Africa","1921",869,33.4,116000
"22423","Sweden","Europe","1921",4840,61,5910000
"22424","Switzerland","Europe","1921",10300,57.8,3870000
"22425","Syria","Asia","1921",1650,32.6,2230000
"22426","Tajikistan","Asia","1921",480,19.6,1170000
"22427","Tanzania","Africa","1921",744,34.1,4290000
"22428","Thailand","Asia","1921",1310,31.1,10200000
"22429","Timor-Leste","Asia","1921",662,30.6,416000
"22430","Togo","Africa","1921",1070,33.1,1080000
"22431","Tonga","Oceania","1921",1000,28.3,24900
"22432","Trinidad and Tobago","Americas","1921",2430,38.9,383000
"22433","Tunisia","Africa","1921",1240,30.6,2190000
"22434","Turkey","Asia","1921",1450,30.4,14200000
"22435","Turkmenistan","Asia","1921",899,18.1,926000
"22436","Uganda","Africa","1921",741,25.7,2930000
"22437","Ukraine","Europe","1921",727,30.9,28500000
"22438","United Arab Emirates","Asia","1921",2200,31.6,55200
"22439","United Kingdom","Europe","1921",7420,58.3,44100000
"22440","United States","Americas","1921",8790,58.2,111000000
"22441","Uruguay","Americas","1921",6650,32.9,1410000
"22442","Uzbekistan","Asia","1921",519,23.1,4780000
"22443","Vanuatu","Oceania","1921",887,25.4,42000
"22444","Venezuela","Americas","1921",1740,32.7,3250000
"22445","Vietnam","Asia","1921",1140,30.4,18400000
"22446","Yemen","Asia","1921",1240,23.6,3540000
"22447","Zambia","Africa","1921",1130,34.8,977000
"22448","Zimbabwe","Africa","1921",1010,34.5,2220000
"22449","Afghanistan","Asia","1922",868,30.4,5930000
"22450","Albania","Europe","1922",1560,35.5,974000
"22451","Algeria","Africa","1922",2480,29.2,6220000
"22452","Angola","Africa","1922",1330,31.4,3590000
"22453","Antigua and Barbuda","Americas","1922",1770,34.6,30200
"22454","Argentina","Americas","1922",7180,50.7,9400000
"22455","Armenia","Asia","1922",547,37.6,1040000
"22456","Australia","Oceania","1922",8340,63.1,5590000
"22457","Austria","Europe","1922",5700,51.3,6520000
"22458","Azerbaijan","Asia","1922",767,33,2250000
"22459","Bahamas","Americas","1922",3740,35.7,53800
"22460","Bahrain","Asia","1922",2760,30.6,89000
"22461","Bangladesh","Asia","1922",1170,23.3,32900000
"22462","Barbados","Americas","1922",1960,34,158000
"22463","Belarus","Europe","1922",621,34.3,6020000
"22464","Belgium","Europe","1922",8200,55.1,7570000
"22465","Belize","Americas","1922",1240,33.5,45700
"22466","Benin","Africa","1922",1000,32.8,1720000
"22467","Bhutan","Asia","1922",774,33.6,153000
"22468","Bolivia","Americas","1922",2250,34.7,2390000
"22469","Bosnia and Herzegovina","Europe","1922",1140,36.3,2070000
"22470","Botswana","Africa","1922",668,34.2,161000
"22471","Brazil","Americas","1922",1780,32.7,28800000
"22472","Brunei","Asia","1922",2150,36.5,26300
"22473","Bulgaria","Europe","1922",1670,44.5,5260000
"22474","Burkina Faso","Africa","1922",537,31.3,3490000
"22475","Burundi","Africa","1922",470,24.8,1850000
"22476","Cambodia","Asia","1922",1050,36.3,3390000
"22477","Cameroon","Africa","1922",1070,30.6,2430000
"22478","Canada","Americas","1922",6310,57.1,9120000
"22479","Cape Verde","Africa","1922",811,35.6,138000
"22480","Central African Republic","Africa","1922",778,32.4,786000
"22481","Chad","Africa","1922",762,34,1480000
"22482","Chile","Americas","1922",3570,32,3880000
"22483","China","Asia","1922",1020,31.6,476000000
"22484","Colombia","Americas","1922",1890,33.4,6730000
"22485","Comoros","Africa","1922",788,33.3,127000
"22486","Congo, Dem. Rep.","Africa","1922",920,34,10100000
"22487","Congo, Rep.","Africa","1922",966,31.3,672000
"22488","Costa Rica","Americas","1922",2480,37.1,441000
"22489","Cote d'Ivoire","Africa","1922",1430,33.9,2160000
"22490","Croatia","Europe","1922",3320,37.6,3010000
"22491","Cuba","Americas","1922",4340,38.5,3240000
"22492","Cyprus","Asia","1922",2790,47.4,316000
"22493","Czech Republic","Europe","1922",4610,51.1,8020000
"22494","Denmark","Europe","1922",7630,60.6,3320000
"22495","Djibouti","Africa","1922",1400,33.3,49700
"22496","Dominican Republic","Americas","1922",1280,31.6,971000
"22497","Ecuador","Americas","1922",1350,34.5,1900000
"22498","Egypt","Africa","1922",1350,32.8,13400000
"22499","El Salvador","Americas","1922",2300,29.3,1220000
"22500","Equatorial Guinea","Africa","1922",438,31.6,120000
"22501","Eritrea","Africa","1922",706,32.1,788000
"22502","Estonia","Europe","1922",2340,51.6,851000
"22503","Ethiopia","Africa","1922",549,30,12200000
"22504","Fiji","Oceania","1922",1350,27.1,160000
"22505","Finland","Europe","1922",3460,51.8,3210000
"22506","France","Europe","1922",5190,55,39600000
"22507","Gabon","Africa","1922",444,32.4,375000
"22508","Gambia","Africa","1922",902,35.6,221000
"22509","Georgia","Asia","1922",560,34.6,2720000
"22510","Germany","Europe","1922",5410,55.6,63400000
"22511","Ghana","Africa","1922",1880,29.7,2540000
"22512","Greece","Europe","1922",4240,46,5900000
"22513","Grenada","Americas","1922",1480,39.1,66600
"22514","Guatemala","Americas","1922",1960,25.5,1740000
"22515","Guinea","Africa","1922",558,34.5,2410000
"22516","Guinea-Bissau","Africa","1922",845,30.6,443000
"22517","Guyana","Americas","1922",2610,35.8,331000
"22518","Haiti","Americas","1922",1790,28.5,2200000
"22519","Honduras","Americas","1922",2490,35.5,812000
"22520","Hungary","Europe","1922",3380,43.7,8090000
"22521","Iceland","Europe","1922",3100,57,119000
"22522","India","Asia","1922",1300,25.3,271000000
"22523","Indonesia","Asia","1922",1480,30.4,48400000
"22524","Iran","Asia","1922",1840,26.8,12100000
"22525","Iraq","Asia","1922",1940,31.9,3150000
"22526","Ireland","Europe","1922",4410,56.7,3010000
"22527","Israel","Asia","1922",1110,31.6,451000
"22528","Italy","Europe","1922",5430,50,38100000
"22529","Jamaica","Americas","1922",1310,37.1,876000
"22530","Japan","Asia","1922",2670,42.7,57300000
"22531","Jordan","Asia","1922",1950,32.3,382000
"22532","Kazakhstan","Asia","1922",1260,23.4,5170000
"22533","Kenya","Africa","1922",1410,26.9,2690000
"22534","Kiribati","Oceania","1922",795,25.8,30300
"22535","Kuwait","Asia","1922",2350,26.8,112000
"22536","Kyrgyz Republic","Asia","1922",1360,13.9,1350000
"22537","Lao","Asia","1922",1100,30.4,1440000
"22538","Latvia","Europe","1922",1870,55.5,1490000
"22539","Lebanon","Asia","1922",2810,29.8,730000
"22540","Lesotho","Africa","1922",421,35.2,593000
"22541","Liberia","Africa","1922",1050,34.5,737000
"22542","Libya","Africa","1922",3670,36.2,978000
"22543","Lithuania","Europe","1922",3160,49.5,1990000
"22544","Luxembourg","Europe","1922",6210,55.5,247000
"22545","Macedonia, FYR","Europe","1922",1700,37.5,974000
"22546","Madagascar","Africa","1922",1080,32.6,3360000
"22547","Malawi","Africa","1922",360,31.4,1270000
"22548","Malaysia","Asia","1922",1990,30.6,3680000
"22549","Maldives","Asia","1922",839,30.7,65900
"22550","Mali","Africa","1922",630,29.6,3640000
"22551","Malta","Europe","1922",1990,51.9,260000
"22552","Mauritania","Africa","1922",880,33.7,584000
"22553","Mauritius","Africa","1922",1660,27.9,378000
"22554","Mexico","Americas","1922",3080,32.8,15300000
"22555","Micronesia, Fed. Sts.","Oceania","1922",664,26.3,27400
"22556","Moldova","Europe","1922",605,33.4,1810000
"22557","Mongolia","Asia","1922",713,31.6,734000
"22558","Montenegro","Europe","1922",2620,37.7,308000
"22559","Morocco","Africa","1922",1060,34,5860000
"22560","Mozambique","Africa","1922",418,33.6,4820000
"22561","Myanmar","Asia","1922",1290,30,13300000
"22562","Namibia","Africa","1922",2490,34.2,237000
"22563","Nepal","Asia","1922",885,35.4,6360000
"22564","Netherlands","Europe","1922",8060,59.9,7030000
"22565","New Zealand","Oceania","1922",8120,57.4,1300000
"22566","Nicaragua","Americas","1922",2640,26,771000
"22567","Niger","Africa","1922",748,34,2190000
"22568","Nigeria","Africa","1922",1590,36,18800000
"22569","North Korea","Asia","1922",777,31,6350000
"22570","Norway","Europe","1922",5370,60.8,2690000
"22571","Oman","Asia","1922",1830,32.4,445000
"22572","Pakistan","Asia","1922",1360,27,21700000
"22573","Palestine","Asia","1922",1240,34.1,365000
"22574","Panama","Americas","1922",2690,35.1,491000
"22575","Papua New Guinea","Oceania","1922",794,34.4,1400000
"22576","Paraguay","Americas","1922",3000,36.6,744000
"22577","Peru","Americas","1922",3290,33.7,4890000
"22578","Philippines","Asia","1922",2290,31.5,9780000
"22579","Poland","Europe","1922",3390,47.1,24900000
"22580","Portugal","Europe","1922",2640,35.7,6160000
"22581","Qatar","Asia","1922",2550,30.6,18900
"22582","Romania","Europe","1922",3000,36.8,12600000
"22583","Russia","Europe","1922",1590,24.6,79300000
"22584","Rwanda","Africa","1922",503,32.6,1830000
"22585","Samoa","Oceania","1922",2150,27.9,36900
"22586","Sao Tome and Principe","Africa","1922",1070,31.8,49000
"22587","Saudi Arabia","Asia","1922",1050,35.9,2760000
"22588","Senegal","Africa","1922",945,28,2050000
"22589","Serbia","Europe","1922",3330,37.6,5250000
"22590","Seychelles","Africa","1922",1720,50.5,25200
"22591","Sierra Leone","Africa","1922",1160,29.3,1690000
"22592","Singapore","Asia","1922",3600,35.8,437000
"22593","Slovak Republic","Europe","1922",3430,44.9,3090000
"22594","Slovenia","Europe","1922",3470,38.1,1150000
"22595","Solomon Islands","Oceania","1922",588,25.2,75900
"22596","Somalia","Africa","1922",820,32.7,1890000
"22597","South Africa","Africa","1922",4850,34.9,7440000
"22598","South Korea","Asia","1922",749,29.2,12300000
"22599","South Sudan","Africa","1922",962,31.8,2270000
"22600","Spain","Europe","1922",3630,44.1,21700000
"22601","Sri Lanka","Asia","1922",1730,36.3,5330000
"22602","St. Lucia","Americas","1922",1240,29.5,53100
"22603","St. Vincent and the Grenadines","Americas","1922",1710,26.7,44400
"22604","Sudan","Africa","1922",977,31.5,5040000
"22605","Suriname","Americas","1922",3520,33.3,172000
"22606","Swaziland","Africa","1922",884,33.4,118000
"22607","Sweden","Europe","1922",5190,61,5950000
"22608","Switzerland","Europe","1922",11300,58.4,3870000
"22609","Syria","Asia","1922",1680,32.6,2270000
"22610","Tajikistan","Asia","1922",556,20.5,1180000
"22611","Tanzania","Africa","1922",750,34.2,4360000
"22612","Thailand","Asia","1922",1300,31.2,10400000
"22613","Timor-Leste","Asia","1922",663,30.6,421000
