"","country","region","year","income","Life_Expectancy","Population_size"
"21773","Georgia","Asia","1918",695,24.4,2620000
"21774","Germany","Europe","1918",4740,32.9,65300000
"21775","Ghana","Africa","1918",1150,9.98,2310000
"21776","Greece","Europe","1918",3910,24.5,5600000
"21777","Grenada","Americas","1918",1460,24.8,66700
"21778","Guatemala","Americas","1918",1910,9.58,1670000
"21779","Guinea","Africa","1918",552,13.2,2330000
"21780","Guinea-Bissau","Africa","1918",844,11.9,431000
"21781","Guyana","Americas","1918",2450,29.7,322000
"21782","Haiti","Americas","1918",1720,18.5,2080000
"21783","Honduras","Americas","1918",2360,31.3,740000
"21784","Hungary","Europe","1918",3260,30.1,7900000
"21785","Iceland","Europe","1918",2580,51.1,116000
"21786","India","Asia","1918",1160,8.12,265000000
"21787","Indonesia","Asia","1918",1410,14.2,46200000
"21788","Iran","Asia","1918",1650,22.2,11500000
"21789","Iraq","Asia","1918",1820,26.4,2890000
"21790","Ireland","Europe","1918",4400,49.8,3030000
"21791","Israel","Asia","1918",965,26.3,418000
"21792","Italy","Europe","1918",6690,25.6,37600000
"21793","Jamaica","Americas","1918",1190,26.5,849000
"21794","Japan","Asia","1918",2480,32.8,55000000
"21795","Jordan","Asia","1918",1830,26.7,372000
"21796","Kazakhstan","Asia","1918",1370,18.2,4990000
"21797","Kenya","Africa","1918",1360,6.33,2650000
"21798","Kiribati","Oceania","1918",702,25.7,29900
"21799","Kuwait","Asia","1918",2320,22.1,107000
"21800","Kyrgyz Republic","Asia","1918",1260,15.6,1300000
"21801","Lao","Asia","1918",1100,19.6,1410000
"21802","Latvia","Europe","1918",1180,35.5,1440000
"21803","Lebanon","Asia","1918",2210,24.7,670000
"21804","Lesotho","Africa","1918",420,13.5,576000
"21805","Liberia","Africa","1918",1040,13.3,714000
"21806","Libya","Africa","1918",3500,27.5,958000
"21807","Lithuania","Europe","1918",2000,34.5,1920000
"21808","Luxembourg","Europe","1918",5310,42.5,241000
"21809","Macedonia, FYR","Europe","1918",1670,20,940000
"21810","Madagascar","Africa","1918",993,13.5,3270000
"21811","Malawi","Africa","1918",356,12.1,1170000
"21812","Malaysia","Asia","1918",1650,19.6,3390000
"21813","Maldives","Asia","1918",837,10,65600
"21814","Mali","Africa","1918",625,11.3,3500000
"21815","Malta","Europe","1918",1920,46.8,254000
"21816","Mauritania","Africa","1918",851,13,575000
"21817","Mauritius","Africa","1918",1570,29,374000
"21818","Mexico","Americas","1918",2760,18.3,15100000
"21819","Micronesia, Fed. Sts.","Oceania","1918",613,8.55,26800
"21820","Moldova","Europe","1918",661,30.6,1740000
"21821","Mongolia","Asia","1918",700,20.2,728000
"21822","Montenegro","Europe","1918",2560,19.8,298000
"21823","Morocco","Africa","1918",957,26,5520000
"21824","Mozambique","Africa","1918",418,12.9,4660000
"21825","Myanmar","Asia","1918",1370,17.7,12800000
"21826","Namibia","Africa","1918",2340,13.2,233000
"21827","Nepal","Asia","1918",895,22.6,6100000
"21828","Netherlands","Europe","1918",5300,47.6,6740000
"21829","New Zealand","Oceania","1918",8220,47.1,1170000
"21830","Nicaragua","Americas","1918",2760,23.2,742000
"21831","Niger","Africa","1918",725,13.1,2150000
"21832","Nigeria","Africa","1918",1480,16.8,18500000
"21833","North Korea","Asia","1918",843,18.1,5890000
"21834","Norway","Europe","1918",4480,50.3,2580000
"21835","Oman","Asia","1918",1720,26.9,443000
"21836","Pakistan","Asia","1918",1180,8.47,21000000
"21837","Palestine","Asia","1918",1130,28.1,338000
"21838","Panama","Americas","1918",2560,30,443000
"21839","Papua New Guinea","Oceania","1918",775,34.1,1370000
"21840","Paraguay","Americas","1918",2850,32.3,678000
"21841","Peru","Americas","1918",3050,29.9,4620000
"21842","Philippines","Asia","1918",2160,26,9060000
"21843","Poland","Europe","1918",3180,38.6,24700000
"21844","Portugal","Europe","1918",2130,20.4,6030000
"21845","Qatar","Asia","1918",2070,25.4,18200
"21846","Romania","Europe","1918",3070,26.5,12300000
"21847","Russia","Europe","1918",1720,22.9,76500000
"21848","Rwanda","Africa","1918",501,12.6,1780000
"21849","Samoa","Oceania","1918",2050,1.09,36700
"21850","Sao Tome and Principe","Africa","1918",1060,12.3,47600
"21851","Saudi Arabia","Asia","1918",1030,29.5,2710000
"21852","Senegal","Africa","1918",867,13.1,2000000
"21853","Serbia","Europe","1918",3280,10.1,5070000
"21854","Seychelles","Africa","1918",1490,49.5,24400
"21855","Sierra Leone","Africa","1918",1160,13.7,1640000
"21856","Singapore","Asia","1918",2420,21.9,370000
"21857","Slovak Republic","Europe","1918",3380,31.9,3050000
"21858","Slovenia","Europe","1918",3410,19.9,1110000
"21859","Solomon Islands","Oceania","1918",549,24.6,74500
"21860","Somalia","Africa","1918",799,17.1,1840000
"21861","South Africa","Africa","1918",4760,11.5,6830000
"21862","South Korea","Asia","1918",821,17.1,11500000
"21863","South Sudan","Africa","1918",880,12.2,2230000
"21864","Spain","Europe","1918",3190,30.2,21000000
"21865","Sri Lanka","Asia","1918",1790,28.4,5080000
"21866","St. Lucia","Americas","1918",1210,18.5,51600
"21867","St. Vincent and the Grenadines","Americas","1918",1650,16.8,43400
"21868","Sudan","Africa","1918",899,12.2,4950000
"21869","Suriname","Americas","1918",3310,29.4,167000
"21870","Swaziland","Africa","1918",828,12.9,114000
"21871","Sweden","Europe","1918",4700,49.8,5820000
"21872","Switzerland","Europe","1918",9380,46.3,3870000
"21873","Syria","Asia","1918",1560,26.9,2140000
"21874","Tajikistan","Asia","1918",608,15.6,1140000
"21875","Tanzania","Africa","1918",733,13.2,4220000
"21876","Thailand","Asia","1918",1340,19.9,9630000
"21877","Timor-Leste","Asia","1918",658,9.9,403000
"21878","Togo","Africa","1918",1070,12.8,1050000
"21879","Tonga","Oceania","1918",969,5.87,24300
"21880","Trinidad and Tobago","Americas","1918",2280,25.2,385000
"21881","Tunisia","Africa","1918",1200,23.4,2080000
"21882","Turkey","Asia","1918",1690,19.9,14500000
"21883","Turkmenistan","Asia","1918",1130,14,901000
"21884","Uganda","Africa","1918",736,9.93,2890000
"21885","Ukraine","Europe","1918",917,28.6,27700000
"21886","United Arab Emirates","Asia","1918",1890,26.2,53800
"21887","United Kingdom","Europe","1918",9430,40.4,43600000
"21888","United States","Americas","1918",9370,47.2,107000000
"21889","Uruguay","Americas","1918",7020,30.6,1320000
"21890","Uzbekistan","Asia","1918",676,18.8,4650000
"21891","Vanuatu","Oceania","1918",855,25.3,41500
"21892","Venezuela","Americas","1918",1580,29.6,3200000
"21893","Vietnam","Asia","1918",1160,19.6,17800000
"21894","Yemen","Asia","1918",1220,19.6,3470000
"21895","Zambia","Africa","1918",1030,13.4,922000
"21896","Zimbabwe","Africa","1918",1000,17.4,2170000
"21897","Afghanistan","Asia","1919",853,30.3,5760000
"21898","Albania","Europe","1919",1500,35.5,959000
"21899","Algeria","Africa","1919",2320,30.3,5990000
"21900","Angola","Africa","1919",1210,31.2,3510000
"21901","Antigua and Barbuda","Americas","1919",1640,33.8,30200
"21902","Argentina","Americas","1919",6680,49,8690000
"21903","Armenia","Asia","1919",560,35.8,1020000
"21904","Australia","Oceania","1919",7790,60.1,5200000
"21905","Austria","Europe","1919",4500,49.6,6530000
"21906","Azerbaijan","Asia","1919",718,31.1,2190000
"21907","Bahamas","Americas","1919",3360,34.9,53700
"21908","Bahrain","Asia","1919",2730,30.6,86600
"21909","Bangladesh","Asia","1919",1150,22.8,32400000
"21910","Barbados","Americas","1919",1880,33.1,160000
"21911","Belarus","Europe","1919",583,33,5860000
"21912","Belgium","Europe","1919",4910,49.9,7610000
"21913","Belize","Americas","1919",1190,31.8,44000
"21914","Benin","Africa","1919",978,32.7,1670000
"21915","Bhutan","Asia","1919",767,33.3,151000
"21916","Bolivia","Americas","1919",2190,34.6,2300000
"21917","Bosnia and Herzegovina","Europe","1919",1140,35.2,2020000
"21918","Botswana","Africa","1919",653,34.1,149000
"21919","Brazil","Americas","1919",1570,32.7,27100000
"21920","Brunei","Asia","1919",2120,34.4,25000
"21921","Bulgaria","Europe","1919",1930,44.2,5030000
"21922","Burkina Faso","Africa","1919",538,31.1,3420000
"21923","Burundi","Africa","1919",467,31.8,1810000
"21924","Cambodia","Asia","1919",1050,36.2,3300000
"21925","Cameroon","Africa","1919",1040,30.5,2410000
"21926","Canada","Americas","1919",6690,56.2,8540000
"21927","Cape Verde","Africa","1919",809,35.5,134000
"21928","Central African Republic","Africa","1919",741,32.2,775000
"21929","Chad","Africa","1919",725,33.8,1480000
"21930","Chile","Americas","1919",3670,32.3,3740000
"21931","China","Asia","1919",1000,31.6,468000000
"21932","Colombia","Americas","1919",1720,33.3,6230000
"21933","Comoros","Africa","1919",785,33.2,124000
"21934","Congo, Dem. Rep.","Africa","1919",868,33.9,9880000
"21935","Congo, Rep.","Africa","1919",903,31.3,658000
"21936","Costa Rica","Americas","1919",2350,35.6,414000
"21937","Cote d'Ivoire","Africa","1919",1380,33.7,2110000
"21938","Croatia","Europe","1919",3250,36,2930000
"21939","Cuba","Americas","1919",3940,37.7,2980000
"21940","Cyprus","Asia","1919",2710,47.1,304000
"21941","Czech Republic","Europe","1919",4490,49.4,7930000
"21942","Denmark","Europe","1919",7120,57,3200000
"21943","Djibouti","Africa","1919",1280,33.1,48600
"21944","Dominican Republic","Americas","1919",1220,31.5,882000
"21945","Ecuador","Americas","1919",1230,34.4,1850000
"21946","Egypt","Africa","1919",1370,32.8,12800000
"21947","El Salvador","Americas","1919",2240,29.3,1150000
"21948","Equatorial Guinea","Africa","1919",434,31.4,112000
"21949","Eritrea","Africa","1919",696,32,757000
"21950","Estonia","Europe","1919",1360,37.7,828000
"21951","Ethiopia","Africa","1919",546,30,11700000
"21952","Fiji","Oceania","1919",1250,27.1,154000
"21953","Finland","Europe","1919",2780,43,3130000
"21954","France","Europe","1919",4260,47.6,38800000
"21955","Gabon","Africa","1919",428,32.3,366000
"21956","Gambia","Africa","1919",895,35.2,216000
"21957","Georgia","Asia","1919",543,34.2,2650000
"21958","Germany","Europe","1919",4130,48.3,63700000
"21959","Ghana","Africa","1919",2010,29.6,2360000
"21960","Greece","Europe","1919",4000,45.2,5640000
"21961","Grenada","Americas","1919",1460,38.3,66600
"21962","Guatemala","Americas","1919",1920,25.5,1690000
"21963","Guinea","Africa","1919",553,34.2,2350000
"21964","Guinea-Bissau","Africa","1919",844,30.7,434000
"21965","Guyana","Americas","1919",2490,34.3,325000
"21966","Haiti","Americas","1919",1740,28.5,2110000
"21967","Honduras","Americas","1919",2390,35.4,749000
"21968","Hungary","Europe","1919",3190,41.8,7920000
"21969","Iceland","Europe","1919",2980,58.5,116000
"21970","India","Asia","1919",1310,24.6,266000000
"21971","Indonesia","Asia","1919",1520,30.4,46700000
"21972","Iran","Asia","1919",1690,26.8,11600000
"21973","Iraq","Asia","1919",1850,31.8,2950000
"21974","Ireland","Europe","1919",4360,55.9,3060000
"21975","Israel","Asia","1919",998,31.6,421000
"21976","Italy","Europe","1919",5790,42.1,37400000
"21977","Jamaica","Americas","1919",1220,36.7,851000
"21978","Japan","Asia","1919",2700,41.9,55400000
"21979","Jordan","Asia","1919",1860,32.2,374000
"21980","Kazakhstan","Asia","1919",1180,23.7,5030000
"21981","Kenya","Africa","1919",1370,26.9,2650000
"21982","Kiribati","Oceania","1919",722,25.7,30000
"21983","Kuwait","Asia","1919",2340,26.7,108000
"21984","Kyrgyz Republic","Asia","1919",1290,21.1,1310000
"21985","Lao","Asia","1919",1100,30.5,1420000
"21986","Latvia","Europe","1919",1090,40.1,1450000
"21987","Lebanon","Asia","1919",2320,29.8,685000
"21988","Lesotho","Africa","1919",420,35,580000
"21989","Liberia","Africa","1919",1040,34.3,719000
"21990","Libya","Africa","1919",3540,36,963000
"21991","Lithuania","Europe","1919",1840,39,1940000
"21992","Luxembourg","Europe","1919",5510,44.8,242000
"21993","Macedonia, FYR","Europe","1919",1660,36.4,948000
"21994","Madagascar","Africa","1919",1010,32.5,3290000
"21995","Malawi","Africa","1919",356,31.4,1200000
"21996","Malaysia","Asia","1919",1980,30.6,3450000
"21997","Maldives","Asia","1919",837,30.8,65400
"21998","Mali","Africa","1919",625,29.4,3540000
"21999","Malta","Europe","1919",1940,50.6,255000
"22000","Mauritania","Africa","1919",856,33.6,577000
"22001","Mauritius","Africa","1919",1590,11.8,375000
"22002","Mexico","Americas","1919",2870,31.5,15100000
"22003","Micronesia, Fed. Sts.","Oceania","1919",625,26.3,26900
"22004","Moldova","Europe","1919",569,32.5,1760000
"22005","Mongolia","Asia","1919",702,31.6,730000
"22006","Montenegro","Europe","1919",2550,36.1,300000
"22007","Morocco","Africa","1919",979,33.9,5600000
"22008","Mozambique","Africa","1919",418,33.4,4700000
"22009","Myanmar","Asia","1919",1330,30.1,12900000
"22010","Namibia","Africa","1919",2370,34.1,233000
"22011","Nepal","Asia","1919",893,35.3,6170000
"22012","Netherlands","Europe","1919",5870,55,6800000
"22013","New Zealand","Oceania","1919",8850,56,1200000
"22014","Nicaragua","Americas","1919",2790,25.8,753000
"22015","Niger","Africa","1919",730,33.8,2160000
"22016","Nigeria","Africa","1919",1500,35.7,18600000
"22017","North Korea","Asia","1919",897,29.2,6010000
"22018","Norway","Europe","1919",5200,56.8,2600000
"22019","Oman","Asia","1919",1740,32.4,444000
"22020","Pakistan","Asia","1919",1340,26,21100000
"22021","Palestine","Asia","1919",1160,34,341000
"22022","Panama","Americas","1919",2590,34.4,464000
"22023","Papua New Guinea","Oceania","1919",779,34.2,1380000
"22024","Paraguay","Americas","1919",2890,36.6,694000
"22025","Peru","Americas","1919",3090,33.8,4680000
"22026","Philippines","Asia","1919",2040,31.4,9230000
"22027","Poland","Europe","1919",3230,46.2,24300000
"22028","Portugal","Europe","1919",2170,35.7,6040000
"22029","Qatar","Asia","1919",2190,30.6,18400
"22030","Romania","Europe","1919",3040,35.8,12300000
"22031","Russia","Europe","1919",1480,24.9,77200000
"22032","Rwanda","Africa","1919",501,32.6,1790000
"22033","Samoa","Oceania","1919",2070,27.7,36500
"22034","Sao Tome and Principe","Africa","1919",1060,31.7,48000
"22035","Saudi Arabia","Asia","1919",1030,35.6,2730000
"22036","Senegal","Africa","1919",885,27.8,2010000
"22037","Serbia","Europe","1919",3270,36.1,5110000
"22038","Seychelles","Africa","1919",1540,49.8,24600
"22039","Sierra Leone","Africa","1919",1160,29,1660000
"22040","Singapore","Asia","1919",2760,34.1,380000
"22041","Slovak Republic","Europe","1919",3350,43.6,3060000
"22042","Slovenia","Europe","1919",3400,36.2,1120000
"22043","Solomon Islands","Oceania","1919",559,25.2,74800
"22044","Somalia","Africa","1919",804,32.5,1850000
"22045","South Africa","Africa","1919",4800,34.9,6970000
"22046","South Korea","Asia","1919",872,27.7,11600000
"22047","South Sudan","Africa","1919",898,31.5,2240000
"22048","Spain","Europe","1919",3200,41,21200000
"22049","Sri Lanka","Asia","1919",1880,25.6,5150000
"22050","St. Lucia","Americas","1919",1210,28.6,51900
"22051","St. Vincent and the Grenadines","Americas","1919",1670,25.9,43600
"22052","Sudan","Africa","1919",917,31.5,4970000
"22053","Suriname","Americas","1919",3360,33.2,169000
"22054","Swaziland","Africa","1919",841,33.4,115000
"22055","Sweden","Europe","1919",4780,56.5,5840000
"22056","Switzerland","Europe","1919",10000,54.9,3870000
"22057","Syria","Asia","1919",1590,32.5,2170000
"22058","Tajikistan","Asia","1919",523,20.8,1150000
"22059","Tanzania","Africa","1919",735,34.1,4240000
"22060","Thailand","Asia","1919",1330,31.1,9830000
"22061","Timor-Leste","Asia","1919",659,30.5,407000
"22062","Togo","Africa","1919",1070,33,1060000
"22063","Tonga","Oceania","1919",981,28.3,24500
"22064","Trinidad and Tobago","Americas","1919",2330,38.9,391000
"22065","Tunisia","Africa","1919",1210,30.6,2120000
"22066","Turkey","Asia","1919",1610,31.3,14400000
"22067","Turkmenistan","Asia","1919",977,19.3,910000
"22068","Uganda","Africa","1919",737,25.7,2900000
"22069","Ukraine","Europe","1919",791,30.6,28000000
"22070","United Arab Emirates","Asia","1919",1990,31.6,54200
"22071","United Kingdom","Europe","1919",8680,54.1,43600000
"22072","United States","Americas","1919",9400,55.3,108000000
"22073","Uruguay","Americas","1919",7730,32.9,1350000
"22074","Uzbekistan","Asia","1919",584,24.3,4690000
"22075","Vanuatu","Oceania","1919",865,25.4,41600
"22076","Venezuela","Americas","1919",1470,32.7,3210000
"22077","Vietnam","Asia","1919",1160,30.5,18000000
"22078","Yemen","Asia","1919",1230,23.6,3490000
"22079","Zambia","Africa","1919",1060,34.8,939000
"22080","Zimbabwe","Africa","1919",1000,34.5,2180000
"22081","Afghanistan","Asia","1920",857,30.3,5810000
"22082","Albania","Europe","1920",1520,35.5,964000
"22083","Algeria","Africa","1920",2360,29.4,6060000
"22084","Angola","Africa","1920",1250,31.2,3540000
"22085","Antigua and Barbuda","Americas","1920",1680,33.8,30000
"22086","Argentina","Americas","1920",7000,49.8,8880000
"22087","Armenia","Asia","1920",531,27.1,1030000
"22088","Australia","Oceania","1920",7860,60.7,5350000
"22089","Austria","Europe","1920",4800,50.2,6460000
"22090","Azerbaijan","Asia","1920",721,29.1,2210000
"22091","Bahamas","Americas","1920",3480,34.9,53400
"22092","Bahrain","Asia","1920",2730,30.6,87400
"22093","Bangladesh","Asia","1920",1060,23,32600000
"22094","Barbados","Americas","1920",1900,33.1,158000
"22095","Belarus","Europe","1920",585,30.1,5910000
"22096","Belgium","Europe","1920",7390,53.6,7560000
"22097","Belize","Americas","1920",1210,32.4,44600
"22098","Benin","Africa","1920",985,32.8,1690000
"22099","Bhutan","Asia","1920",769,33.4,151000
"22100","Bolivia","Americas","1920",2210,34.6,2330000
"22101","Bosnia and Herzegovina","Europe","1920",1140,35.2,2040000
"22102","Botswana","Africa","1920",658,34.1,152000
"22103","Brazil","Americas","1920",1720,32.7,27700000
"22104","Brunei","Asia","1920",2130,35.1,25500
"22105","Bulgaria","Europe","1920",1840,44.3,5090000
"22106","Burkina Faso","Africa","1920",538,31.2,3440000
"22107","Burundi","Africa","1920",467,31.8,1820000
"22108","Cambodia","Asia","1920",1050,36.3,3330000
"22109","Cameroon","Africa","1920",1050,30.5,2420000
"22110","Canada","Americas","1920",6430,56.6,8760000
"22111","Cape Verde","Africa","1920",812,35.5,136000
"22112","Central African Republic","Africa","1920",754,32.3,779000
"22113","Chad","Africa","1920",737,33.8,1480000
"22114","Chile","Americas","1920",4090,32.2,3790000
"22115","China","Asia","1920",1010,31.6,472000000
"22116","Colombia","Americas","1920",1780,33.3,6390000
"22117","Comoros","Africa","1920",786,33.3,125000
"22118","Congo, Dem. Rep.","Africa","1920",885,33.9,9950000
"22119","Congo, Rep.","Africa","1920",923,31.3,663000
"22120","Costa Rica","Americas","1920",2380,35.7,421000
"22121","Cote d'Ivoire","Africa","1920",1390,33.8,2130000
"22122","Croatia","Europe","1920",3240,36,2960000
"22123","Cuba","Americas","1920",4040,38,3070000
"22124","Cyprus","Asia","1920",2740,47.2,308000
"22125","Czech Republic","Europe","1920",4440,50,7960000
"22126","Denmark","Europe","1920",7360,57.5,3240000
"22127","Djibouti","Africa","1920",1320,33.1,49000
"22128","Dominican Republic","Americas","1920",1230,31.6,906000
"22129","Ecuador","Americas","1920",1260,34.4,1870000
"22130","Egypt","Africa","1920",1250,32.8,13000000
"22131","El Salvador","Americas","1920",2260,29.3,1170000
"22132","Equatorial Guinea","Africa","1920",435,31.5,114000
"22133","Eritrea","Africa","1920",699,32,767000
"22134","Estonia","Europe","1920",1760,46.3,835000
"22135","Ethiopia","Africa","1920",547,30,11900000
"22136","Fiji","Oceania","1920",1280,27.1,155000
"22137","Finland","Europe","1920",3100,47.4,3140000
"22138","France","Europe","1920",4550,51.7,39100000
"22139","Gabon","Africa","1920",430,32.4,369000
"22140","Gambia","Africa","1920",896,35.3,217000
"22141","Georgia","Asia","1920",520,36.1,2670000
"22142","Germany","Europe","1920",4480,53.5,62400000
"22143","Ghana","Africa","1920",1570,29.7,2420000
"22144","Greece","Europe","1920",4080,45.5,5720000
"22145","Grenada","Americas","1920",1470,38.3,66500
"22146","Guatemala","Americas","1920",1940,25.5,1710000
"22147","Guinea","Africa","1920",554,34.3,2370000
"22148","Guinea-Bissau","Africa","1920",845,30.7,437000
"22149","Guyana","Americas","1920",2530,34.7,327000
"22150","Haiti","Americas","1920",1760,28.5,2140000
"22151","Honduras","Americas","1920",2420,35.5,763000
"22152","Hungary","Europe","1920",3120,42,7960000
"22153","Iceland","Europe","1920",2510,54.6,117000
"22154","India","Asia","1920",1200,24.8,268000000
"22155","Indonesia","Asia","1920",1460,30.4,47300000
"22156","Iran","Asia","1920",1730,26.8,11800000
"22157","Iraq","Asia","1920",1880,31.8,3020000
"22158","Ireland","Europe","1920",4320,56.2,3070000
"22159","Israel","Asia","1920",1030,31.6,431000
"22160","Italy","Europe","1920",5180,45.5,37400000
"22161","Jamaica","Americas","1920",1240,35.5,855000
"22162","Japan","Asia","1920",2500,42.1,56000000
"22163","Jordan","Asia","1920",1890,32.2,377000
"22164","Kazakhstan","Asia","1920",1190,19.1,5080000
"22165","Kenya","Africa","1920",1380,26.9,2650000
"22166","Kiribati","Oceania","1920",743,25.7,30100
"22167","Kuwait","Asia","1920",2350,26.7,109000
"22168","Kyrgyz Republic","Asia","1920",1310,16.6,1320000
"22169","Lao","Asia","1920",1100,30.5,1430000
"22170","Latvia","Europe","1920",1410,47.7,1470000
"22171","Lebanon","Asia","1920",2430,29.8,699000
"22172","Lesotho","Africa","1920",420,35.1,585000
"22173","Liberia","Africa","1920",1050,34.4,725000
"22174","Libya","Africa","1920",3590,36.1,968000
"22175","Lithuania","Europe","1920",2390,43,1950000
"22176","Luxembourg","Europe","1920",5730,54.8,244000
"22177","Macedonia, FYR","Europe","1920",1660,36.4,957000
"22178","Madagascar","Africa","1920",1030,32.5,3310000
"22179","Malawi","Africa","1920",356,31.4,1230000
"22180","Malaysia","Asia","1920",1900,30.6,3530000
"22181","Maldives","Asia","1920",836,30.8,65300
"22182","Mali","Africa","1920",625,29.4,3570000
"22183","Malta","Europe","1920",1960,51,257000
"22184","Mauritania","Africa","1920",861,33.7,579000
"22185","Mauritius","Africa","1920",1610,30.6,375000
"22186","Mexico","Americas","1920",3060,31.9,15100000
"22187","Micronesia, Fed. Sts.","Oceania","1920",638,26.3,27100
"22188","Moldova","Europe","1920",571,32.5,1770000
"22189","Mongolia","Asia","1920",703,31.6,731000
"22190","Montenegro","Europe","1920",2540,36.1,303000
"22191","Morocco","Africa","1920",1000,34,5690000
"22192","Mozambique","Africa","1920",419,33.5,4740000
"22193","Myanmar","Asia","1920",1300,30,13000000
"22194","Namibia","Africa","1920",2410,34.2,233000
"22195","Nepal","Asia","1920",891,35.3,6230000
"22196","Netherlands","Europe","1920",6650,57.9,6860000
"22197","New Zealand","Oceania","1920",9450,56.4,1240000
"22198","Nicaragua","Americas","1920",2820,25.6,760000
"22199","Niger","Africa","1920",735,33.9,2170000
"22200","Nigeria","Africa","1920",1530,35.8,18700000
"22201","North Korea","Asia","1920",778,29.8,6120000
"22202","Norway","Europe","1920",5480,58.9,2630000
"22203","Oman","Asia","1920",1770,32.4,444000
"22204","Pakistan","Asia","1920",1230,26.4,21300000
"22205","Palestine","Asia","1920",1190,34,348000
"22206","Panama","Americas","1920",2620,34.6,480000
"22207","Papua New Guinea","Oceania","1920",784,34.2,1380000
"22208","Paraguay","Americas","1920",2930,36.6,710000
"22209","Peru","Americas","1920",3060,33.7,4740000
"22210","Philippines","Asia","1920",2160,31.5,9410000
"22211","Poland","Europe","1920",3270,46.5,24200000
"22212","Portugal","Europe","1920",2270,35.7,6060000
"22213","Qatar","Asia","1920",2300,30.6,18500
"22214","Romania","Europe","1920",3010,35.8,12300000
"22215","Russia","Europe","1920",1490,20.4,77900000
"22216","Rwanda","Africa","1920",502,32.6,1800000
"22217","Samoa","Oceania","1920",2100,27.8,36300
"22218","Sao Tome and Principe","Africa","1920",1060,31.7,48300
"22219","Saudi Arabia","Asia","1920",1040,35.7,2740000
"22220","Senegal","Africa","1920",904,27.9,2020000
"22221","Serbia","Europe","1920",3260,36.1,5160000
"22222","Seychelles","Africa","1920",1600,50,24800
"22223","Sierra Leone","Africa","1920",1170,29.1,1670000
"22224","Singapore","Asia","1920",2380,34.1,396000
"22225","Slovak Republic","Europe","1920",3310,43.9,3070000
"22226","Slovenia","Europe","1920",3380,36.2,1130000
"22227","Solomon Islands","Oceania","1920",568,25.2,75200
"22228","Somalia","Africa","1920",809,32.6,1870000
"22229","South Africa","Africa","1920",4830,34.9,7130000
"22230","South Korea","Asia","1920",755,28.2,11800000
"22231","South Sudan","Africa","1920",916,31.6,2250000
"22232","Spain","Europe","1920",3420,39.2,21300000
"22233","Sri Lanka","Asia","1920",1750,31.3,5210000
"22234","St. Lucia","Americas","1920",1220,28.6,52200
"22235","St. Vincent and the Grenadines","Americas","1920",1680,25.9,43800
"22236","Sudan","Africa","1920",936,31.5,4990000
"22237","Suriname","Americas","1920",3410,33.2,170000
"22238","Swaziland","Africa","1920",853,33.4,115000
"22239","Sweden","Europe","1920",5090,58.8,5870000
"22240","Switzerland","Europe","1920",10600,54.3,3870000
"22241","Syria","Asia","1920",1620,32.6,2200000
"22242","Tajikistan","Asia","1920",525,16.5,1160000
"22243","Tanzania","Africa","1920",737,34.1,4250000
"22244","Thailand","Asia","1920",1320,31.1,10000000
"22245","Timor-Leste","Asia","1920",660,30.6,412000
"22246","Togo","Africa","1920",1070,33.1,1070000
"22247","Tonga","Oceania","1920",993,28.3,24700
"22248","Trinidad and Tobago","Americas","1920",2380,38.9,387000
"22249","Tunisia","Africa","1920",1220,30.6,2150000
"22250","Turkey","Asia","1920",1530,30.3,14300000
"22251","Turkmenistan","Asia","1920",981,14.9,918000
"22252","Uganda","Africa","1920",738,25.7,2900000
"22253","Ukraine","Europe","1920",794,27.7,28200000
"22254","United Arab Emirates","Asia","1920",2090,31.6,54700
"22255","United Kingdom","Europe","1920",8310,56.5,43800000
"22256","United States","Americas","1920",9180,55.4,109000000
"22257","Uruguay","Americas","1920",6550,32.9,1380000
"22258","Uzbekistan","Asia","1920",550,19.8,4740000
"22259","Vanuatu","Oceania","1920",875,25.4,41800
"22260","Venezuela","Americas","1920",1750,32.7,3230000
"22261","Vietnam","Asia","1920",1150,30.5,18200000
"22262","Yemen","Asia","1920",1230,23.6,3520000
"22263","Zambia","Africa","1920",1090,34.8,956000
"22264","Zimbabwe","Africa","1920",1000,34.5,2200000
"22265","Afghanistan","Asia","1921",863,30.4,5870000
"22266","Albania","Europe","1921",1540,35.5,969000
"22267","Algeria","Africa","1921",2420,29.5,6140000
"22268","Angola","Africa","1921",1290,31.3,3560000
"22269","Antigua and Barbuda","Americas","1921",1730,33.8,30000
"22270","Argentina","Americas","1921",6900,50.3,9120000
"22271","Armenia","Asia","1921",504,36.7,1030000
"22272","Australia","Oceania","1921",8100,61.2,5470000
"22273","Austria","Europe","1921",5260,50.8,6500000
"22274","Azerbaijan","Asia","1921",660,32,2230000
"22275","Bahamas","Americas","1921",3600,34.9,53500
"22276","Bahrain","Asia","1921",2750,30.6,88200
"22277","Bangladesh","Asia","1921",1130,23.1,32700000
"22278","Barbados","Americas","1921",1930,33.2,158000
"22279","Belarus","Europe","1921",535,33.4,5960000
"22280","Belgium","Europe","1921",7730,54.7,7540000
"22281","Belize","Americas","1921",1220,32.9,45100
"22282","Benin","Africa","1921",994,32.8,1710000
"22283","Bhutan","Asia","1921",771,33.5,152000
"22284","Bolivia","Americas","1921",2230,34.6,2370000
"22285","Bosnia and Herzegovina","Europe","1921",1140,35.7,2050000
"22286","Botswana","Africa","1921",663,34.1,156000
"22287","Brazil","Americas","1921",1700,32.7,28200000
